Jongeneelen,Wouter,NED,16,17,17,58
Gruber,Jan,GER,17,22,24,59
Briggs,Tom,GBR,17,22,21,60
Prescott,Alex,GBR,17,22,18,61
Mabon,Ed,GBR,16,18,20,62
Oates,Alexander,GBR,17,23,22,63
Ometz,Samuel,SUI,18,28,18,64
Smith,Will,GBR,16,20,22,65
Hoare,Sean,IRL,16,20,21,66
Chuat,Dylan,SUI,16,20,18,67
Fenwick,Tom,GBR,16,20,17,68
Walmsley,Joe,GBR,17,25,20,69
Dawson,Luke,GBR,15,17,18,70
McIlveen,James,GBR,16,22,16,71
Roberts,Sam,GBR,15,18,21,72
Waters,Dan,GBR,15,18,19,73
Czubkowski,Joe,GBR,16,23,22,74
Kydd,Jonny,GBR,15,19,20,75
Rose,Philip,GBR,15,20,20,76
Ferrandiz,Jose,ESP,15,20,16,77
Symonds,Gavin,GBR,14,17,14,78
Nutt,Ashley,GBR,13,14,15,79
Langley,Mike,GBR,13,15,19,80
Cox,Sam,GBR,12,12,15,81
Chapman,Alex,GBR,12,12,12,82
Tan,Jinle,SIN,14,21,20,83
Bascombe,Rory,GBR,14,21,18,84
Warner,Matt,GBR,13,17,14,85
Butterworth,Kallum,GBR,12,14,19,86
O'Grady,Joe,GBR,12,14,15,87
Adams,Michael,GBR,12,14,14,88
Crossley,Myles,GBR,13,19,13,89
Rouse,Colin,GBR,13,19,13,89
Bosi,Alexander,GBR,12,15,19,91
Matthews,Benjamin,GBR,15,28,15,92
Merz,John,GBR,12,15,14,93
Schofield,Sam,GBR,12,15,14,93
Blair,Peter,GBR,11,11,12,95
Chan,toby,GBR,12,16,21,96
Cooper,Sam,GBR,12,16,18,97
Geoghegan,Kenny,GBR,12,16,16,98
Beattie,Jess,GBR,11,12,13,99
Brash,Alistair,GBR,12,17,13,100
Corras,Thomas,GBR,11,13,18,101
James-Bradley,Kody,GBR,11,13,17,102
Mawson,Sam,GBR,11,13,14,103
Auditore,Jez,GBR,10,10,19,104
Brown,Tom,GBR,12,19,19,105
Turton,Dewi,GBR,11,15,13,106
Hura,Ciprian,ROU,12,20,12,107
Cheseldine,Chris,GBR,11,16,13,108
Naish,Freddie,GBR,10,12,11,109
Sheldon,Lee,GBR,12,21,12,110
Woodhead,Jaric,GBR,11,17,15,111
Dudley,John,GBR,10,13,14,112
Breckenridge,Christopher,USA,10,13,13,113
Proctor,Dominic,GBR,10,13,13,113
Allan,Simon,GBR,11,18,11,115
Kydd,Josh,GBR,9,10,13,116
Wood,Finley,GBR,9,10,12,117
Ahmet,Djevdet,GBR,11,19,16,118
Smith,Cameron,GBR,10,15,10,119
Hill,Richard,GBR,9,11,13,120
Bell-Winfrow,John,GBR,9,11,12,121
Nidermayr,Jakob,ITA,10,16,16,122
van Stigt,Thijs,NED,9,12,11,123
Boyd,Elliott,GBR,9,12,9,124
Sharp,George,GBR,8,8,9,125
Weatherburn,Lewis,GBR,10,17,13,126
Cooper,Ross,GBR,9,13,13,127
Willison,Adam,GBR,8,9,15,128
Frost,Tom,GBR,8,9,14,129
Easton,Paul,GBR,8,9,14,129
Farmer,Euan,GBR,8,9,11,131
De Nobrega,Benedict,GBR,9,14,14,132
Burn,David,GBR,9,14,13,133
Holme,Maximilian,GBR,8,10,14,134
Chalker,Gareth,GBR,8,10,12,135
Abbey,Sam,GBR,8,11,10,136
Yu,Michael,GBR,7,7,8,137
Logan,John,GBR,8,12,8,138
Burton,Andrei,GBR,7,8,15,139
Henstridge,Ben,GBR,7,8,10,140
Pearson,Michael,GBR,7,8,8,141
Lloyd,Tom,GBR,7,8,8,141
Reid,Tim,GBR,7,8,7,143
Labisch,Roman,GBR,7,9,11,144
Holden,Sam,GBR,7,9,11,144
Hall,Kevin,GBR,7,9,10,146
Bautista,Daniel,GBR,7,9,10,146
Marotta,richard,GBR,7,9,7,148
Rush,Tommy,IRL,7,9,7,148
Downham,John,GBR,8,14,12,150
Bacon,Reuben,GBR,8,14,8,151
Snow,Patrick,GBR,8,14,8,151
Stockton,Tom,GBR,7,10,13,153
Russell,Ben,GBR,7,10,12,154
Brindley,Joseph,GBR,7,10,7,155
Glennie,Stephen,GBR,7,10,7,155
Teale,Ed,GBR,6,6,9,157
Webb,Peter,GBR,6,6,7,158
Foster,Roland,GBR,6,7,10,159
Shelton,Alli,GBR,6,8,9,160
Botor,Marcin,POL,6,9,7,161
Wood,Chris,GBR,5,5,8,162
O Connor,Terry,IRL,5,5,8,162
Loening,Hamish,GBR,5,5,5,164
Mawson,Jim,GBR,5,5,5,164
Craig,Matthew,GBR,5,6,8,166
Ross,Anthony,GBR,5,6,6,167
Knowles,Ollie,GBR,5,6,5,168
Shiel,Elliot,GBR,5,7,5,169
Munchy,Lunchy,GBR,5,7,5,169
Bullen,Jason,GBR,5,8,10,171
Wither,James,GBR,5,8,5,172
Martinez,Unai,ESP,5,8,5,172
Killington,Tim,GBR,5,8,5,172
Braithwaite,Thomas,GBR,4,4,9,175
Parker,Chris,GBR,6,13,8,176
Jones,Steve,GBR,4,5,6,177
Harms,Max,GBR,4,5,4,178
Stables,George,GBR,5,10,8,179
Terrell,Felix,GBR,5,10,6,180
Johnson,Ian,GBR,4,6,7,181
Smith,Craig,GBR,4,6,5,182
Hewitt,Charlie,GBR,4,6,4,183
Mockridge,Robert,GBR,5,11,5,184
Crabtree,Rhys,GBR,4,7,8,185
Akthar,Dayan,GBR,4,7,6,186
Wallace,Joe,GBR,3,3,6,187
Sisley,Peter,GBR,3,3,6,187
Stevenson,Darren,GBR,3,3,5,189
Gresham,Jake,GBR,3,3,4,190
Fowke,Eddie,NZL,4,8,9,191
Sully,Ben,GBR,3,4,4,192
Andrews,Alex,GBR,3,4,4,192
Bignold,Elias,GBR,3,5,6,194
Barker,Dwane,GBR,3,5,6,194
Mills,Simon,GBR,3,5,4,196
Hampton,Robert,GBR,3,5,3,197
Watmore,Dominic,GBR,3,5,3,197
Ffoulkes,Samuel,GBR,2,2,6,199
Dobbs,Richard,GBR,2,2,3,200
Young,Paul,GBR,2,2,2,201
Hayes,James,GBR,2,2,2,201
Salisbury,Conor,GBR,2,2,2,201
O'Grady,Ed,GBR,3,7,3,204
Drbohlav,Jan,CZE,2,3,7,205
Barnes,Sam,GBR,2,3,5,206
Stewart,Nic,GBR,2,3,3,207
Johnston,Dave,GBR,2,3,2,208
Shaw,Alex,GBR,2,3,2,208
Osman,Nawras,GER,2,4,5,210
Bagnall,Dan,GBR,2,5,5,211
Grant,Samuel,GBR,2,5,4,212
Cooper,Tim,GBR,2,5,2,213
Riach,Charles,GBR,1,1,6,214
Taylor,Owen,GBR,1,1,5,215
Saricicek,Ali,GBR,1,1,3,216
Longworth,Carl,GBR,1,1,1,217
Wragg,Dom,GBR,1,1,1,217
Wragg,Dom,GBR,1,1,1,217
Wood,Lyall,GBR,1,1,1,217
Atkinson,William,GBR,1,3,1,221
Varela-Christie,Matthew,GBR,0,0,1,222
Brown,Adam,GBR,0,0,0,223
May,James,GBR,0,0,0,223
Longley,Andy,GBR,0,0,0,223
Samarra,Adrian,GBR,0,0,0,223
Swales,Joe,GBR,0,0,0,223
Hartley,Joe,GBR,0,0,0,223
Davidson,Angus,GBR,0,0,0,223
Monstavicius,Vaidotas,LTU,0,0,0,223
Dixon,Matt,GBR,,,,231
Grimes,Niall,GBR,,,,231
Gilbert,Michael,GBR,,,,231
Team,Rab,GBR,,,,231
Ludlow,Matthew,GBR,,,,231
Gilbert,Jonathan,GBR,,,,231
Johnson,James,GBR,,,,231
Team,Rab,GBR,,,,231
Stables,George,GBR,,,,231
Gorrie,Benjamin,GBR,,,,231
Russell,Ben,GBR,,,,231
Team,Rab,GBR,,,,231
Shanks,Andy,GBR,,,,231
Barnes,Simon,GBR,,,,231
Green,Tom,GBR,,,,231
Green,Stephen,GBR,,,,231
Clemmens,David,GBR,,,,231
Langley,Alfie,GBR,,,,231
Markey,Danaan,IRL,,,,231
Laczewski,Daniel,POL,,,,231
Colley,George,GBR,,,,231
Mealor,Joseph,GBR,,,,231
Blakemore,Ross,GBR,,,,231
Whitehouse,Rhys,GBR,,,,231
Jenkins,Paul,GBR,,,,231
Taylor,Mark,GBR,,,,231
Murray,Juan,GBR,,,,231
Flemming,Jordan,GBR,,,,231
Maloney,Eyan,GBR,,,,231
Walker,Ethan,GBR,,,,231
Turner,Daniel,GBR,,,,231
Roe,Ben,GBR,,,,231
Sayers,Ashley,GBR,,,,231
Briddon,Liam,GBR,,,,231
Fox,Martin,GBR,,,,231
Cameron-Blackie,Archie,GBR,,,,231
McDonough,Rhys,GBR,,,,231
Besford,Robert,GBR,,,,231
Palmer,Simon,GBR,,,,231
Whitecliff,Zak,GBR,,,,231
Collinson,Stephen,GBR,,,,231
Thompson,Ben,GBR,,,,231
Cowles,Gareth,GBR,,,,231
Holmes,Alistair,GBR,,,,231
Nielsen,Kirt,GBR,,,,231
Gooder,Matt,GBR,,,,231
Scobie,Chris,GBR,,,,231
Turner,Christian,GBR,,,,231
Redmond,Jonathan,IRL,,,,231
Gavrilov,Hristo,BUL,,,,231
Bialy,Ivan,GBR,,,,231
Cooper,Adam,GBR,,,,231
Parry,Gareth,GBR,,,,231
Wadsworth,Simon,GBR,,,,231
Quinn,Marjorie,GBR,,,,231
Adams,Matthew,GBR,,,,231
Nuttall,Jordan-lee,GBR,,,,231
Newman,Tom,GBR,,,,231
Palmieri,Jack,GBR,,,,231
Dewhirst,Michael,GBR,,,,231
Xu,Xiaojun,CAN,,,,231
Blay,James,GBR,,,,231
Mullins,Mike,GBR,,,,231
Wilson,James,GBR,,,,231
Kolev,Stefan,GBR,,,,231
Collom,David,GBR,,,,231
Redshaw,Jonathan,GBR,,,,231
Madden,Matthew,GBR,,,,231
Wells,David,GBR,,,,231
Krakenburger,Franz,SUI,,,,231
Maycock,Sian,GBR,,,,231
Turton,Dewi,GBR,,,,231
Butterworth,Tom,GBR,,,,231
White,Christopher,GBR,,,,231
Stocker,Urs,SUI,,,,231
Liebmann,Christopher,GBR,,,,231
Gardner,Ethan,GBR,,,,231
Conway,Ben,GBR,,,,231
Marshall,Andrew,GBR,,,,231
Sinclair-Emerson,Laurie,GBR,,,,231
Taylor,Alex,GBR,,,,231
Crook,Jason,GBR,,,,231
